pilot_order_reference,request_id,received_at,service_category,coverage_zone,requested_timing,provider_reference,provider_contacted_at,provider_accepted_at,customer_updated_at,quote_required,quoted_price_sar,customer_approved_quote_at,service_started_at,service_completed_at,final_price_sar,payment_method,payment_state,physical_cash_status,payment_action_audit_at,reconciled_at,discrepancy_owner,next_action,customer_rating,complaint_or_rework,status,operations_owner,notes
PILOT-ORDER-001,MOE-1112,2026-08-05T20:17:18.869Z,plumbing,حي المطاا,as-soon-as-possible,فني السباكة محمد,,2026-08-05T20:17:49.338Z,,yes,50.00,2026-08-05T20:23:41.632Z,2026-08-05T20:43:11.120Z,2026-08-05T20:43:24.736Z,50.00,cash_on_completion,cash_collected,collected,2026-08-05T21:07:40.520Z,2026-08-05T21:15:26Z,,مطابق — لا إجراء مطلوب,,,completed,,اختبار قبول فعلي مكتمل والتحصيل ظاهر في تطبيق العميل
